age,grade_level,sex,time_on_visuals,audio_replay_count,drag_and_drop_actions,puzzle_attempts,help_button_clicks,time_to_completion,preferred_instruction_type,task_skips,interaction_rate,learning_style
6,Primary 1,Female,54.09180788,1,6,2,0,214.4564966,text,0,23.75161799,Logical
7,Primary 3,Male,103.0473061,0,5,4,1,177.9330361,text,0,24.30591099,Visual
10,Junior Secondary School 1,Female,63.45920271,1,3,1,0,240.452501,text,0,19.177444,Logical
10,Junior Secondary School 1,Female,83.32608776,1,9,3,1,156.3279223,text,1,29.45192002,Visual
7,Primary 2,Female,34.42501054,2,0,4,1,148.5131052,audio,0,29.9818717,Auditory
10,Primary 5,Female,66.29498224,2,3,2,0,126.8022651,text,0,19.71574314,Logical
11,Junior Secondary School 2,Male,53.41343399,1,13,4,1,110.1285625,text,0,37.51230277,Kinesthetic
11,Junior Secondary School 1,Female,55.95247344,0,9,1,0,170.8283801,text,0,18.8688902,Logical
12,Junior Secondary School 3,Female,94.28581503,0,6,3,0,148.4837699,animation,0,27.6271591,Visual
6,Primary 2,Male,85.82271986,0,4,2,0,161.127228,animation,0,34.76916296,Visual
7,Primary 3,Female,36.83436989,2,14,5,1,150.7922216,animation,0,40.54158729,Kinesthetic
12,Junior Secondary School 3,Female,31.60233614,2,8,4,2,167.3979975,audio,1,23.30020713,Auditory
11,Junior Secondary School 2,Female,45.18133149,2,1,1,0,160.2061467,text,0,17.71882909,Logical
8,Primary 4,Female,60.60533977,0,3,2,0,168.6341618,text,0,20.26701715,Logical
4,Nursery,Female,100.9497184,1,2,4,0,156.4692295,animation,0,26.53120231,Visual
12,Junior Secondary School 2,Female,47.06246205,2,9,5,0,100.1586303,animation,1,27.1173155,Kinesthetic
11,Junior Secondary School 2,Male,42.26294621,0,8,1,0,133.2591064,text,0,20.13990417,Logical
7,Primary 2,Female,85.86097993,2,3,2,1,137.8281537,animation,1,27.43595077,Visual
5,Primary 1,Female,59.04600091,1,6,5,1,106.4600101,animation,1,44.9836768,Kinesthetic
9,Primary 4,Female,98.09577369,0,3,4,1,129.0408592,animation,1,28.84570165,Visual
7,Primary 2,Male,49.26041935,2,0,5,1,147.2756267,audio,0,21.04402534,Auditory
5,Nursery,Male,92.48396276,1,1,2,1,120.3145493,animation,0,32.62813138,Visual
12,Junior Secondary School 2,Female,59.38544252,0,2,1,0,197.7151183,text,0,17.0675969,Logical
5,Nursery,Female,73.46433575,2,10,5,1,156.0628633,animation,1,39.85959809,Kinesthetic
10,Primary 5,Female,56.33113324,0,9,7,0,119.17932,animation,0,45.38739748,Kinesthetic
11,Junior Secondary School 2,Female,20.0229132,8,3,5,2,139.3627401,audio,1,34.69178926,Auditory
6,Primary 2,Female,88.34834941,2,2,4,1,141.2645707,animation,1,34.02731012,Visual
5,Nursery,Female,62.53622581,2,6,4,0,110.3339525,text,0,44.8141829,Kinesthetic
12,Junior Secondary School 3,Female,79.82397292,3,4,2,0,157.7560322,animation,0,28.03843028,Visual
8,Primary 3,Male,90.49752321,1,5,4,1,151.8152036,text,0,32.11388629,Visual
12,Junior Secondary School 2,Female,95.14818567,1,3,4,0,169.105132,animation,1,36.60821401,Visual
7,Primary 3,Female,93.93248092,1,4,4,1,183.6773751,animation,1,22.35602119,Visual
5,Nursery,Female,96.75739822,0,4,2,1,94.29602436,animation,0,38.51380582,Visual
9,Primary 4,Male,59.14692926,1,1,1,0,185.3857003,text,0,23.16695073,Logical
12,Junior Secondary School 2,Female,72.47037097,0,3,2,0,165.7195198,text,1,32.44204874,Visual
6,Primary 2,Male,78.0042921,0,10,2,0,187.3530487,text,0,17.57369809,Logical
8,Primary 4,Male,65.69774239,2,6,7,1,105.3408949,text,0,39.26753264,Kinesthetic
9,Primary 4,Male,73.76029053,2,4,2,1,131.3060491,text,1,20.42288403,Visual
8,Primary 4,Female,55.28382993,1,5,5,0,89.25295389,text,0,40.89295003,Kinesthetic
5,Primary 1,Male,39.44326131,9,3,5,2,187.3340758,audio,1,21.27746763,Auditory
6,Primary 2,Male,38.84940905,1,9,5,0,187.0956402,text,1,40.05352609,Kinesthetic
5,Nursery,Female,46.97286496,1,3,1,0,173.4545612,text,0,23.34372632,Logical
6,Primary 2,Male,43.18661441,1,3,1,0,161.2964938,text,0,21.0622503,Logical
12,Junior Secondary School 3,Female,72.08020599,2,2,2,0,200.2138444,text,0,16.32743297,Logical
6,Primary 2,Female,62.41444131,5,6,5,1,127.5802146,animation,1,38.46822872,Kinesthetic
12,Junior Secondary School 3,Female,56.2841063,1,3,2,0,161.9346195,text,0,18.86994754,Logical
9,Primary 5,Female,71.3422133,2,11,4,1,74.10455652,animation,1,37.67151086,Kinesthetic
10,Junior Secondary School 1,Female,37.38582619,7,2,3,1,172.4127601,audio,0,22.72474923,Auditory
12,Junior Secondary School 2,Female,25.22482872,3,2,5,2,145.2217545,audio,1,19.36313459,Auditory
5,Primary 1,Male,40.20030798,8,2,4,1,193.8040577,audio,1,26.57574726,Auditory
6,Primary 2,Male,52.11237681,0,5,2,0,231.6180471,text,0,19.10596733,Logical
6,Primary 2,Male,70.52957051,1,3,3,0,137.3996505,animation,0,24.70215304,Visual
11,Junior Secondary School 1,Female,80.60236956,1,2,4,1,136.3254468,animation,0,27.47326474,Visual
4,Nursery,Female,84.68340374,1,2,2,0,115.5494627,animation,1,35.41127805,Visual
10,Junior Secondary School 1,Female,51.56489064,1,2,1,0,156.7915934,text,0,16.49538769,Logical
5,Primary 1,Male,59.8233164,0,13,4,0,153.3455974,text,1,44.1982183,Kinesthetic
8,Primary 4,Male,48.5257739,0,2,2,0,167.9151212,text,0,20.50689655,Logical
7,Primary 2,Male,59.74802633,1,6,2,0,212.204291,text,0,21.66082201,Logical
7,Primary 3,Female,61.31357571,4,14,7,1,143.364258,animation,1,36.38170719,Kinesthetic
12,Junior Secondary School 3,Female,53.26892357,1,6,2,0,156.7028374,text,0,18.55546666,Logical
10,Junior Secondary School 1,Male,58.76003552,1,1,2,0,175.8614808,text,0,16.42848452,Logical
8,Primary 3,Female,41.92978595,4,8,6,1,114.913073,animation,0,52.27619512,Kinesthetic
9,Primary 4,Female,46.00800118,5,9,5,1,160.1505353,text,1,40.15867584,Kinesthetic
8,Primary 3,Male,38.77286302,9,2,4,2,124.3005675,audio,1,27.01919739,Auditory
10,Junior Secondary School 1,Female,70.50273271,2,16,4,1,129.9475339,text,0,38.96643779,Kinesthetic
11,Junior Secondary School 1,Male,68.90131877,1,9,4,1,80.2637704,text,1,56.58637384,Kinesthetic
12,Junior Secondary School 3,Male,83.38417187,1,3,1,0,201.792512,text,0,23.74585843,Logical
9,Primary 4,Male,56.85125931,1,4,2,0,119.5956443,text,0,23.02467877,Logical
7,Primary 3,Female,52.0909195,6,1,4,1,134.935823,audio,1,28.64394064,Auditory
12,Junior Secondary School 2,Male,111.4212599,1,1,2,0,160.6151605,text,0,20.13254673,Visual
5,Nursery,Male,50.98133722,1,9,4,1,136.6156325,text,1,47.07984815,Kinesthetic
12,Junior Secondary School 3,Female,47.85052264,2,17,4,1,176.3056657,animation,1,40.57020704,Kinesthetic
12,Junior Secondary School 2,Male,51.40335077,2,0,3,2,137.1563425,audio,0,26.96229568,Auditory
9,Primary 5,Female,60.07983667,2,2,4,1,143.6560435,animation,1,27.45652267,Visual
8,Primary 3,Female,41.33772126,4,2,4,1,148.9176079,audio,1,27.54502421,Auditory
8,Primary 3,Female,66.29088257,3,3,2,0,175.0081934,text,0,19.04797637,Logical
7,Primary 3,Male,41.51864114,8,1,3,2,150.7173555,audio,1,19.46166974,Auditory
11,Junior Secondary School 1,Female,35.05289771,6,2,3,1,170.2245585,audio,1,21.05321841,Auditory
6,Primary 2,Female,28.21524556,2,6,4,1,128.0935938,text,1,34.58114596,Kinesthetic
7,Primary 3,Male,88.16864359,0,1,4,0,122.4520065,text,0,32.23344891,Visual
5,Primary 1,Male,77.79078449,1,1,3,1,143.2053163,animation,1,36.72619322,Visual
10,Junior Secondary School 1,Male,80.84769491,0,4,4,1,171.0689419,text,0,29.37500667,Visual
12,Junior Secondary School 3,Female,73.93835455,1,2,1,0,163.2649191,text,0,21.4763373,Logical
7,Primary 2,Female,47.11179934,1,11,6,0,160.8536747,animation,0,41.44938569,Kinesthetic
5,Nursery,Female,73.85758245,1,7,3,1,144.5952785,animation,0,28.27903145,Visual
10,Junior Secondary School 1,Female,30.76872174,3,1,3,1,203.5243148,audio,1,24.69797238,Auditory
9,Primary 4,Female,43.86338112,1,12,4,1,106.1846697,text,0,40.48782916,Kinesthetic
8,Primary 4,Male,53.72884874,0,4,1,0,175.8913188,text,0,19.00944477,Logical
10,Primary 5,Female,55.25426519,4,12,5,1,144.489248,text,1,29.82272434,Kinesthetic
8,Primary 4,Female,44.7226118,4,13,6,0,125.381695,text,1,36.86167441,Kinesthetic
9,Primary 4,Male,73.42913649,1,10,6,0,132.7833644,animation,0,44.59998035,Kinesthetic
6,Primary 2,Male,46.35694997,1,9,4,0,131.7155466,animation,0,37.91287996,Kinesthetic
9,Primary 4,Male,86.66208473,0,4,2,1,169.6551555,animation,1,31.55271225,Visual
11,Junior Secondary School 2,Male,95.9430799,1,3,4,0,146.7096137,animation,1,42.17590016,Visual
12,Junior Secondary School 3,Female,72.42534388,0,3,2,0,198.2706394,text,0,22.57905612,Logical
4,Nursery,Male,35.72486441,9,1,4,2,110.5635593,audio,1,25.71789482,Auditory
12,Junior Secondary School 3,Male,34.80290629,1,12,4,1,144.0280861,animation,1,41.74708158,Kinesthetic
4,Nursery,Male,49.43598623,7,0,5,1,206.6329384,audio,0,23.25947936,Auditory
6,Primary 1,Female,69.06556828,0,4,2,0,252.401879,text,0,17.02655106,Logical
12,Junior Secondary School 3,Male,94.01416812,1,2,3,0,137.9458796,animation,1,28.3710634,Visual
12,Junior Secondary School 3,Male,57.30391433,0,4,1,0,155.8171218,text,0,18.88305069,Logical
8,Primary 4,Male,46.02267423,5,2,4,1,145.6979839,audio,0,22.64312362,Auditory
12,Junior Secondary School 3,Female,35.37418756,2,10,7,0,97.43501869,text,1,42.70473657,Kinesthetic
10,Junior Secondary School 1,Male,83.34041865,2,7,2,1,149.0548256,animation,1,34.5241235,Visual
5,Primary 1,Male,57.8249614,2,2,2,0,205.8372291,text,0,18.5931161,Logical
5,Nursery,Male,35.99424814,4,10,5,0,124.5554035,text,1,42.49238615,Kinesthetic
5,Nursery,Male,93.61530197,1,3,4,1,141.0070853,animation,0,28.12752969,Visual
12,Junior Secondary School 3,Female,50.29716535,4,4,3,1,159.2476871,audio,0,22.82951405,Auditory
11,Junior Secondary School 2,Male,79.89326277,0,3,2,1,159.7672143,text,0,30.13550659,Visual
4,Nursery,Male,46.53929143,6,3,5,2,131.9242086,audio,0,30.40961734,Auditory
6,Primary 1,Male,51.139211,2,1,2,0,200.123587,text,0,24.24625161,Logical
12,Junior Secondary School 3,Male,52.60606503,2,5,2,0,148.353233,text,0,26.97118599,Logical
12,Junior Secondary School 3,Female,85.86301229,1,2,3,0,169.1272949,animation,1,26.25390897,Visual
12,Junior Secondary School 3,Male,35.20226596,6,1,5,1,133.6602304,audio,1,26.23457244,Auditory
10,Primary 5,Male,26.36736971,0,9,7,0,120.4820972,text,0,42.14092076,Kinesthetic
8,Primary 4,Female,75.38612253,1,10,3,0,160.5664524,text,0,27.79758259,Visual
10,Primary 5,Male,30.42552155,1,5,4,0,149.1607917,text,0,39.55751772,Kinesthetic
4,Nursery,Male,72.15723919,0,2,1,0,189.1472487,text,0,22.07703664,Logical
11,Junior Secondary School 2,Male,59.92325135,3,2,3,2,163.8713696,audio,1,27.07310319,Auditory
4,Nursery,Male,51.41232758,0,3,2,0,166.1929099,text,0,25.7554033,Logical
5,Nursery,Female,25.09694315,3,2,4,2,162.5619335,audio,0,29.84542573,Auditory
10,Primary 5,Female,59.92793985,0,6,2,0,163.7994577,text,0,21.84823662,Logical
8,Primary 4,Female,42.98274025,1,12,4,0,88.0297491,text,0,31.37109427,Kinesthetic
8,Primary 3,Male,88.06444763,1,1,3,1,101.5623571,animation,1,25.36311163,Visual
6,Primary 2,Female,52.66807175,1,4,2,0,187.0890835,text,0,18.92377228,Logical
4,Nursery,Male,47.02042314,2,9,6,1,164.6443105,text,0,38.34881894,Kinesthetic
12,Junior Secondary School 3,Male,48.52733157,2,3,2,0,206.5232032,text,0,16.88574318,Logical
8,Primary 3,Female,67.41910092,1,13,6,1,123.4380196,text,1,41.01020732,Kinesthetic
9,Primary 5,Female,33.06673989,1,5,4,0,123.888741,animation,0,39.7179727,Kinesthetic
10,Primary 5,Male,28.87046325,2,0,4,2,208.9806659,audio,0,27.68057109,Auditory
5,Primary 1,Male,84.70791992,0,2,3,1,135.8153411,animation,1,17.72750686,Visual
5,Nursery,Female,53.85528684,1,1,1,0,174.0099802,text,0,16.62450645,Logical
8,Primary 3,Female,82.01855359,0,3,2,1,176.7501734,animation,1,25.00421596,Visual
9,Primary 5,Female,92.31340815,1,5,3,0,175.3261963,text,0,30.02283777,Visual
6,Primary 2,Female,46.2636725,1,8,5,1,136.3291487,animation,0,36.70166963,Kinesthetic
5,Nursery,Male,47.36091972,2,7,7,1,146.4588744,animation,1,43.45956708,Kinesthetic
6,Primary 1,Female,32.53017913,6,4,5,2,168.5891517,audio,0,22.15174722,Auditory
12,Junior Secondary School 2,Male,58.06805659,2,4,2,0,157.8748306,text,0,19.56574322,Logical
9,Primary 5,Female,36.03850668,0,7,2,0,169.0075753,text,0,21.03292949,Logical
11,Junior Secondary School 1,Male,65.29301752,0,12,5,1,197.6625179,text,1,41.20555022,Kinesthetic
9,Primary 5,Male,84.59196266,0,2,4,1,141.3198905,text,0,30.05018221,Visual
8,Primary 3,Female,65.23604586,1,3,1,0,219.5039372,text,0,22.52129449,Logical
9,Primary 4,Male,45.72799629,1,1,4,2,160.953194,audio,1,32.32869257,Auditory
7,Primary 2,Male,39.17233934,5,0,5,1,176.895432,audio,0,21.56097311,Auditory
10,Junior Secondary School 1,Male,50.49782307,5,1,3,1,200.2813793,audio,1,23.5009646,Auditory
6,Primary 2,Male,33.99589411,3,2,3,2,178.1513783,audio,0,23.55605098,Auditory
12,Junior Secondary School 2,Male,77.99069795,0,2,4,1,148.4241371,animation,0,26.51311017,Visual
7,Primary 3,Female,41.48122052,2,6,4,1,143.3636022,text,0,42.7450691,Kinesthetic
11,Junior Secondary School 1,Female,65.85937145,1,2,3,1,159.238442,text,0,31.53217226,Visual
9,Primary 5,Male,47.44597343,6,0,3,2,143.593527,audio,1,24.90440303,Auditory
5,Primary 1,Male,34.90353261,4,3,5,2,164.76209,audio,1,20.87295751,Auditory
6,Primary 2,Male,40.34514854,2,7,7,1,106.8857337,text,1,28.11371694,Kinesthetic
10,Junior Secondary School 1,Male,25.57045445,2,9,5,1,108.1982778,text,1,37.65432918,Kinesthetic
12,Junior Secondary School 3,Male,31.15834068,4,0,5,1,141.4828005,audio,0,26.4539245,Auditory
10,Primary 5,Female,90.42474196,1,3,2,1,168.9013405,animation,1,33.88764331,Visual
8,Primary 3,Male,96.66884998,2,4,3,0,155.195242,animation,1,28.7067034,Visual
11,Junior Secondary School 1,Female,44.92776968,1,11,7,1,135.246077,animation,0,42.34817897,Kinesthetic
8,Primary 4,Female,86.79942616,1,2,2,0,153.4821906,animation,0,31.00062032,Visual
5,Nursery,Female,16.92275314,5,1,4,1,150.1443605,audio,0,31.19339446,Auditory
10,Primary 5,Female,69.18657128,2,2,3,0,126.3373565,animation,1,28.89211286,Visual
7,Primary 3,Female,65.90583122,0,14,6,1,97.26262776,animation,0,42.72830433,Kinesthetic
9,Primary 5,Male,76.4026077,1,1,3,1,171.517827,text,1,25.56655835,Visual
6,Primary 2,Female,37.32688924,4,11,5,1,119.5354075,animation,1,36.61688658,Kinesthetic
12,Junior Secondary School 3,Male,28.71401899,1,4,5,1,180.4992852,audio,1,24.77499279,Auditory
8,Primary 3,Female,63.44220912,0,5,1,0,219.4999555,text,0,19.67790053,Logical
7,Primary 3,Male,58.58741074,3,9,2,0,147.9903243,text,0,16.27376244,Logical
12,Junior Secondary School 3,Male,59.96611804,1,0,2,0,176.9087825,text,0,18.52972259,Logical
9,Primary 5,Male,49.05113186,1,4,2,0,211.7796371,text,0,11.97610236,Logical
5,Nursery,Female,76.85957177,1,12,4,1,123.0017911,animation,0,39.36393294,Kinesthetic
12,Junior Secondary School 3,Female,45.66774807,1,5,2,0,202.7982575,text,0,17.42839596,Logical
9,Primary 5,Male,78.3860139,1,2,4,0,180.1681681,animation,0,24.42936819,Visual
11,Junior Secondary School 1,Male,64.177854,0,8,1,0,162.3281113,text,0,20.75997535,Logical
11,Junior Secondary School 1,Male,45.97506487,2,0,3,1,135.6778735,audio,0,23.53510357,Auditory
6,Primary 2,Male,49.00617122,7,1,3,2,177.433142,audio,0,31.83058362,Auditory
11,Junior Secondary School 1,Female,55.68119467,1,5,1,0,200.2672529,text,0,17.63291737,Logical
6,Primary 2,Male,61.99820322,0,1,4,1,149.948238,animation,0,27.75133602,Visual
10,Primary 5,Female,68.33648443,2,12,5,0,97.30318536,text,1,37.84955175,Kinesthetic
8,Primary 3,Female,74.07713043,0,5,2,0,155.5754827,text,0,21.63264646,Logical
4,Nursery,Female,18.98982515,0,12,4,1,152.6571557,text,0,33.38221316,Kinesthetic
10,Primary 5,Female,77.82392057,2,5,2,0,139.4983724,text,1,28.45673172,Visual
5,Primary 1,Female,59.68493553,1,15,4,0,135.6588629,animation,0,36.72517956,Kinesthetic
5,Primary 1,Female,35.99234446,7,2,5,1,181.5276515,audio,1,24.88037195,Auditory
10,Primary 5,Male,93.55320324,0,1,2,0,154.4393595,text,1,22.5066529,Visual
11,Junior Secondary School 2,Male,100.0025699,3,3,2,0,140.4929047,text,1,31.79560607,Visual
5,Primary 1,Female,35.33728588,4,5,5,2,78.02179553,audio,0,24.99607492,Auditory
8,Primary 4,Male,83.73868259,2,16,7,1,113.0984229,animation,1,29.92284616,Kinesthetic
12,Junior Secondary School 3,Female,71.26464514,3,2,2,1,160.3938987,text,0,25.76196802,Visual
5,Nursery,Male,41.97023361,6,6,5,1,128.283023,audio,1,27.25750869,Auditory
12,Junior Secondary School 3,Male,48.07381669,0,5,1,0,214.2240093,text,0,20.02433916,Logical
11,Junior Secondary School 1,Female,47.6301558,1,8,2,0,203.4078842,text,0,18.72349887,Logical
11,Junior Secondary School 2,Male,97.34483104,0,2,4,0,163.2015964,text,0,36.56157067,Visual
9,Primary 5,Female,40.77066789,5,2,3,2,184.4087045,audio,0,24.82598749,Auditory
8,Primary 4,Male,43.65648545,7,1,3,1,130.9765674,audio,1,28.27306554,Auditory
9,Primary 4,Female,53.55205367,1,3,1,0,200.1991276,text,0,19.54338485,Logical
8,Primary 4,Female,55.0584572,3,14,7,1,142.2417629,text,0,35.59516992,Kinesthetic
12,Junior Secondary School 3,Male,54.47837876,4,14,4,0,138.0310319,animation,1,46.32546093,Kinesthetic
12,Junior Secondary School 3,Female,89.20246196,0,2,4,0,138.8968725,animation,1,27.00699093,Visual
4,Nursery,Female,55.01124347,0,6,1,0,162.8503633,text,0,17.59366048,Logical
5,Nursery,Male,35.86688501,0,16,7,0,114.0226376,animation,0,31.3632282,Kinesthetic
9,Primary 4,Male,40.29133534,1,10,4,0,129.474816,animation,0,37.72280594,Kinesthetic
8,Primary 3,Female,41.72227132,2,2,5,2,171.1570782,audio,0,26.43705081,Auditory
7,Primary 3,Female,39.5079229,5,3,3,1,184.6014426,audio,1,29.92192387,Auditory
7,Primary 3,Female,53.47472291,0,15,7,0,131.8388019,animation,0,34.71953405,Kinesthetic
11,Junior Secondary School 2,Male,37.72651703,3,2,3,2,142.3055041,audio,1,25.90002915,Auditory
5,Nursery,Male,80.63237119,0,2,2,0,133.7975879,animation,0,26.16197483,Visual
9,Primary 4,Female,48.7006806,3,1,5,1,197.9735822,audio,0,23.9730484,Auditory
12,Junior Secondary School 3,Male,89.07330144,0,5,3,1,170.6760364,text,0,24.95069636,Visual
9,Primary 5,Female,73.94084125,1,14,6,0,142.0971095,text,0,50.00664196,Kinesthetic
5,Nursery,Male,40.42231437,7,2,3,2,112.21004,audio,0,26.83647063,Auditory
5,Nursery,Female,49.0908838,1,1,2,0,121.1222449,text,0,20.9700339,Logical
10,Primary 5,Female,65.15804388,0,5,1,0,238.8154864,text,0,17.60555626,Logical
10,Junior Secondary School 1,Female,85.15578297,0,2,2,1,160.0048705,animation,1,30.29265866,Visual
5,Primary 1,Female,104.8453511,1,3,3,1,129.0436584,animation,0,26.61458657,Visual
10,Junior Secondary School 1,Male,75.18255234,0,2,3,0,160.3890217,animation,0,31.85194893,Visual
11,Junior Secondary School 1,Male,41.9966442,1,9,4,0,131.3588282,animation,0,38.59696471,Kinesthetic
5,Primary 1,Male,48.70999166,2,14,5,0,117.027807,text,1,44.66178016,Kinesthetic
9,Primary 5,Male,16.34624313,0,8,5,1,157.4031137,text,0,37.04591451,Kinesthetic
8,Primary 3,Male,58.79188895,0,0,2,0,148.3796573,animation,1,33.4650686,Visual
12,Junior Secondary School 2,Male,34.97056163,7,2,3,2,108.234712,audio,1,23.75159163,Auditory
8,Primary 3,Female,80.57355354,1,1,3,1,109.1965084,text,0,36.69236428,Visual
10,Junior Secondary School 1,Male,36.57012118,5,1,3,1,138.3400338,audio,0,8.36906449,Auditory
7,Primary 3,Male,61.56897636,0,4,1,0,134.2613626,text,0,20.02845583,Logical
9,Primary 4,Female,36.38462643,3,3,5,1,167.8765594,audio,1,23.2886595,Auditory
9,Primary 5,Female,53.2276283,5,3,4,2,119.4769259,audio,0,26.16601252,Auditory
8,Primary 4,Female,87.42298438,1,3,3,0,155.5006594,animation,0,35.11392606,Visual
5,Primary 1,Female,80.82253283,1,11,6,1,95.57059042,text,0,40.71120165,Kinesthetic
6,Primary 1,Female,34.85592655,8,2,4,2,192.0623711,audio,0,27.25800182,Auditory
4,Nursery,Female,36.6890201,5,1,5,1,188.8666881,audio,0,22.99186263,Auditory
6,Primary 1,Male,55.35153186,1,6,7,1,146.4537596,animation,0,44.43419232,Kinesthetic
5,Primary 1,Male,23.88347373,5,2,3,1,198.1642405,audio,1,21.31484432,Auditory
7,Primary 3,Female,39.35532196,3,3,5,1,203.3456328,audio,0,26.38852994,Auditory
12,Junior Secondary School 2,Male,54.31916221,1,4,2,0,142.3055133,text,0,19.00905379,Logical
11,Junior Secondary School 1,Male,38.59469472,8,1,5,2,165.4005742,audio,1,23.75896114,Auditory
12,Junior Secondary School 3,Female,41.86699724,1,4,5,1,155.9187211,audio,0,29.71087214,Auditory
8,Primary 3,Female,72.79759885,0,3,4,1,155.5202531,animation,0,30.99360494,Visual
7,Primary 3,Female,41.59902221,2,3,2,0,237.113863,text,0,12.25903694,Logical
11,Junior Secondary School 2,Female,83.83443105,0,2,2,1,146.8533476,animation,0,38.08746621,Visual
4,Nursery,Female,90.49570969,0,3,4,0,135.6982001,animation,0,23.93113703,Visual
11,Junior Secondary School 1,Male,75.46951786,2,1,3,1,128.5157441,animation,1,33.29657558,Visual
6,Primary 1,Male,82.42431978,1,1,3,0,108.1687128,animation,1,33.27728035,Visual
7,Primary 3,Female,86.35339589,0,1,3,0,157.8567386,text,0,20.06920036,Visual
10,Junior Secondary School 1,Male,63.14283121,4,4,1,0,230.0692992,text,0,21.39359641,Logical
6,Primary 1,Female,92.70842463,0,0,4,1,129.9705898,animation,0,34.17986646,Visual
12,Junior Secondary School 3,Male,36.37763815,3,2,5,2,165.5013094,audio,1,31.13895497,Auditory
4,Nursery,Male,76.79288983,0,1,3,1,111.3767029,text,1,26.82967621,Visual
12,Junior Secondary School 3,Female,42.20409215,7,3,5,1,122.9657369,audio,1,27.66068847,Auditory
10,Primary 5,Female,43.64487456,2,8,4,1,113.2459816,animation,0,45.20456615,Kinesthetic
9,Primary 4,Male,38.74768004,1,3,2,0,188.1628789,text,0,18.67259953,Logical
6,Primary 2,Male,73.99803979,3,5,2,0,202.6288776,text,0,17.54864371,Logical
12,Junior Secondary School 3,Female,81.64864618,2,1,4,0,134.5422752,animation,1,30.75914539,Visual
8,Primary 4,Female,55.15095918,0,5,1,0,173.1826691,text,0,16.22205115,Logical
11,Junior Secondary School 2,Male,54.91537673,0,2,2,0,151.407935,text,0,15.50771255,Logical
5,Nursery,Male,35.83651769,1,13,7,0,128.0336051,text,1,52.13922161,Kinesthetic
11,Junior Secondary School 1,Male,60.99061565,1,12,4,1,164.5440099,text,0,36.98782252,Kinesthetic
8,Primary 4,Male,44.7220257,3,13,4,0,111.8105654,animation,0,36.3390148,Kinesthetic
5,Primary 1,Female,52.66605377,8,2,3,1,168.8994413,audio,1,27.99285748,Auditory
11,Junior Secondary School 2,Female,32.48745344,0,5,1,0,207.7322185,text,0,18.00670949,Logical
9,Primary 5,Male,89.33208264,3,2,2,0,139.7943786,animation,0,25.91041966,Visual
12,Junior Secondary School 3,Male,62.69566527,1,5,2,0,171.3706043,text,0,16.81422166,Logical
8,Primary 3,Male,47.89007953,0,3,2,0,211.5584633,text,0,19.20135124,Logical
10,Primary 5,Female,87.16458665,0,2,2,0,214.7011979,text,0,19.7913367,Logical
11,Junior Secondary School 1,Male,58.91993337,2,7,6,1,86.7088407,animation,1,49.93059449,Kinesthetic
7,Primary 2,Male,55.82551294,5,0,3,2,158.8478629,audio,0,23.79121951,Auditory
6,Primary 2,Male,75.64362569,1,8,1,0,161.8379518,text,0,16.80213214,Logical
6,Primary 1,Male,54.24506104,0,4,2,0,189.4101346,text,0,17.36142509,Logical
12,Junior Secondary School 3,Female,38.58929028,6,6,4,1,139.2334909,audio,1,23.54518819,Auditory
5,Primary 1,Female,79.83956362,2,1,2,1,126.0859803,animation,0,18.15164172,Visual
5,Nursery,Male,85.19282945,3,6,4,0,152.1056295,animation,0,25.05712825,Visual
9,Primary 5,Male,35.4549005,7,2,3,1,169.75715,audio,1,23.42979908,Auditory
10,Junior Secondary School 1,Male,55.76499053,2,9,5,1,129.0797616,animation,0,32.58292884,Kinesthetic
10,Junior Secondary School 1,Male,73.17163828,4,9,6,1,150.8699065,animation,0,48.18890629,Kinesthetic
5,Nursery,Female,35.16027977,4,14,7,0,117.9534379,text,1,43.79716861,Kinesthetic
8,Primary 3,Male,33.7144377,3,1,3,2,176.4235981,audio,1,24.67166472,Auditory
7,Primary 3,Female,64.8018224,1,4,4,1,142.1761732,animation,1,32.79851423,Visual
5,Primary 1,Female,35.15807691,0,8,5,1,129.7976595,animation,0,39.8558189,Kinesthetic
7,Primary 3,Female,40.93839189,8,4,5,1,186.0533766,audio,0,25.94148264,Auditory
11,Junior Secondary School 2,Female,60.78693112,1,4,1,0,164.9406126,text,0,18.18076298,Logical
5,Nursery,Male,32.88293219,7,2,3,2,194.074146,audio,0,21.33417763,Auditory
8,Primary 3,Female,52.3967241,0,4,2,0,230.1878867,text,0,23.1701438,Logical
7,Primary 3,Female,71.0360957,0,4,1,0,159.3067382,text,0,19.40961671,Logical
11,Junior Secondary School 1,Female,48.36706033,1,4,1,0,188.6153201,text,0,19.50317689,Logical
6,Primary 1,Male,99.65360143,3,2,2,1,152.9986265,animation,0,35.40064771,Visual
10,Junior Secondary School 1,Female,52.27328508,2,6,2,0,162.5798421,text,0,20.49522129,Logical
10,Junior Secondary School 1,Female,46.68193099,5,2,5,2,117.9051566,audio,0,23.34541493,Auditory
10,Primary 5,Female,73.81843351,3,2,3,0,115.6018787,animation,1,26.44336184,Visual
12,Junior Secondary School 2,Female,37.35724397,2,0,4,2,119.6735962,audio,1,26.70914608,Auditory
8,Primary 4,Female,95.80683852,1,3,4,1,168.5070424,text,0,26.99150849,Visual
11,Junior Secondary School 2,Male,57.42081481,0,5,4,0,82.49755069,animation,0,35.84915684,Kinesthetic
