age,time_on_visuals,audio_replay_count,drag_and_drop_actions,puzzle_attempts,help_button_clicks,time_to_completion,task_skips,interaction_rate,grade_level_Junior Secondary School 2,grade_level_Junior Secondary School 3,grade_level_Nursery,grade_level_Primary 1,grade_level_Primary 2,grade_level_Primary 3,grade_level_Primary 4,grade_level_Primary 5,sex_Male,preferred_instruction_type_audio,preferred_instruction_type_text,learning_style_Kinesthetic,learning_style_Logical,learning_style_Visual
8,78.96694412,4,3,4,1,141.4795341,0,37.81753526,False,False,False,False,False,False,True,False,False,False,False,False,False,True
11,63.11444235,1,6,1,0,247.1185315,0,21.57676501,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8,57.62793959,0,6,6,0,105.6014028,1,43.9523856,False,False,False,False,False,False,True,False,True,False,False,True,False,False
10,46.30922853,4,1,5,1,192.7157183,0,25.74423446,False,False,False,False,False,False,False,True,False,True,False,False,False,False
8,52.96610503,2,17,6,0,114.5152622,1,31.58992146,False,False,False,False,False,True,False,False,True,False,True,True,False,False
9,33.80537795,2,9,5,0,146.584976,1,37.95879724,False,False,False,False,False,False,True,False,False,False,True,True,False,False
7,34.26849609,4,2,3,2,213.622378,0,23.18835889,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11,23.53673048,7,1,3,2,173.822589,0,27.45230976,False,False,False,False,False,False,False,False,True,True,False,False,False,False
9,53.56124607,1,11,5,0,155.4122372,0,42.23637218,False,False,False,False,False,False,True,False,False,False,True,True,False,False
9,43.51510439,5,4,3,2,114.2461381,0,28.61744973,False,False,False,False,False,False,True,False,False,True,False,False,False,False
7,105.2123838,1,0,3,0,142.3993107,0,30.4854811,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8,45.14173483,3,12,7,0,152.8109837,1,38.32164196,False,False,False,False,False,False,True,False,True,False,True,True,False,False
10,14.51840725,4,3,4,1,150.7341702,0,22.6334079,False,False,False,False,False,False,False,True,False,True,False,False,False,False
10,26.40244025,3,7,5,0,105.457073,1,39.75444625,False,False,False,False,False,False,False,False,True,False,False,True,False,False
7,91.8357269,0,0,3,0,124.4768312,0,26.74193096,False,False,False,False,True,False,False,False,True,False,True,False,False,True
7,59.06185254,2,4,4,1,166.0756911,0,35.19963159,False,False,False,False,True,False,False,False,True,False,True,True,False,False
12,77.73603842,2,2,4,1,128.4031735,1,34.62975213,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6,36.8593456,5,7,7,0,113.3824366,0,39.6875219,False,False,False,False,True,False,False,False,False,False,True,True,False,False
12,29.33871457,3,11,5,1,107.9102638,0,34.72850138,False,True,False,False,False,False,False,False,True,False,True,True,False,False
11,75.42294227,1,6,2,1,153.360457,1,25.61721401,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5,30.60234814,1,1,4,2,124.1148053,0,26.76542583,False,False,True,False,False,False,False,False,True,True,False,False,False,False
12,38.64348773,3,8,5,1,164.1691625,1,49.45979556,False,True,False,False,False,False,False,False,False,False,True,True,False,False
4,90.40715456,0,5,4,0,168.9973228,0,31.09050367,False,False,True,False,False,False,False,False,False,False,False,False,False,True
12,65.56598414,2,3,1,0,227.5251973,0,20.33110297,False,True,False,False,False,False,False,False,False,False,True,False,True,False
11,92.82872725,0,3,3,1,155.3671165,0,32.28920925,True,False,False,False,False,False,False,False,True,False,False,False,False,True
12,13.08800244,4,0,4,2,186.8138724,1,20.4609701,True,False,False,False,False,False,False,False,False,True,False,False,False,False
12,69.16664744,0,9,2,0,158.3115973,0,19.07029026,True,False,False,False,False,False,False,False,False,False,True,False,True,False
12,68.18728052,1,5,5,0,133.3979071,1,43.64925,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12,63.16143145,0,0,2,0,206.0000392,0,15.34382774,True,False,False,False,False,False,False,False,True,False,True,False,True,False
12,49.91695057,1,2,2,0,181.2541541,0,16.95943681,True,False,False,False,False,False,False,False,False,False,True,False,True,False
8,20.13325103,4,1,4,2,153.6608284,1,23.60148731,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10,49.33766522,2,9,5,1,113.0561553,1,30.13851385,False,False,False,False,False,False,False,False,True,False,True,True,False,False
12,73.92255154,1,4,4,1,156.4841513,1,31.62024993,False,True,False,False,False,False,False,False,True,False,True,False,False,True
8,90.33924946,1,4,3,1,154.0476314,0,27.21876124,False,False,False,False,False,True,False,False,True,False,False,False,False,True
12,39.93952661,3,0,3,2,151.7980989,0,27.35019407,True,False,False,False,False,False,False,False,True,True,False,False,False,False
12,90.70356814,0,4,4,0,174.4559427,1,27.47059903,True,False,False,False,False,False,False,False,True,False,False,False,False,True
9,69.39623961,1,3,2,0,233.8836343,0,20.62341531,False,False,False,False,False,False,True,False,False,False,True,False,True,False
4,95.17452268,0,3,2,1,148.1940986,1,42.97429105,False,False,True,False,False,False,False,False,True,False,False,False,False,True
12,39.04231239,0,10,4,1,94.11745305,0,39.87186827,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5,90.23019029,2,4,4,0,188.5508853,0,19.74691487,False,False,False,True,False,False,False,False,False,False,False,False,False,True
8,62.3396803,2,3,2,0,188.9554007,0,21.59883381,False,False,False,False,False,False,True,False,False,False,True,False,True,False
10,98.97324583,2,4,2,1,166.4188988,0,31.17641537,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,71.8910856,3,1,4,1,169.4996887,1,20.48263257,False,False,False,False,False,True,False,False,False,False,False,False,False,True
12,54.57374613,6,1,4,2,141.1435357,0,22.42345885,True,False,False,False,False,False,False,False,True,True,False,False,False,False
6,41.076836,1,6,1,0,231.7065989,0,16.64190728,False,False,False,True,False,False,False,False,True,False,True,False,True,False
12,59.12030197,1,5,1,0,158.3803167,0,21.8832789,False,True,False,False,False,False,False,False,True,False,True,False,True,False
7,68.36018431,4,9,7,0,157.571335,0,36.5857558,False,False,False,False,False,True,False,False,True,False,True,True,False,False
11,65.60233907,1,5,2,0,233.0248069,0,20.59392734,False,False,False,False,False,False,False,False,False,False,True,False,True,False
12,67.27513681,2,8,6,1,150.9401723,0,47.14752592,False,True,False,False,False,False,False,False,True,False,True,True,False,False
4,16.62835806,0,6,5,1,147.648124,0,30.07257981,False,False,True,False,False,False,False,False,True,False,True,True,False,False
9,64.84564455,1,3,2,0,172.8841587,0,21.49087182,False,False,False,False,False,False,False,True,True,False,True,False,True,False
9,56.46736026,2,3,2,0,181.0769011,0,19.7813771,False,False,False,False,False,False,True,False,False,False,True,False,True,False
9,53.8979834,0,6,1,0,225.0868927,0,15.47410525,False,False,False,False,False,False,False,True,True,False,True,False,True,False
6,61.69406031,1,6,1,0,218.6257257,0,26.77022002,False,False,False,True,False,False,False,False,False,False,True,False,True,False
5,52.27000217,0,2,2,0,180.1939369,0,16.84693208,False,False,False,True,False,False,False,False,True,False,True,False,True,False
12,84.42475937,2,9,5,0,150.3434186,1,41.56101494,False,True,False,False,False,False,False,False,True,False,False,True,False,False
9,45.27079949,5,6,6,1,146.3652636,1,29.5024729,False,False,False,False,False,False,False,True,False,False,True,True,False,False
4,59.9204948,3,9,6,1,110.003687,0,34.47470001,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5,55.78431921,1,9,1,0,217.2615816,0,20.08625228,False,False,False,True,False,False,False,False,False,False,True,False,True,False
7,25.66400182,1,2,4,1,165.2109519,0,32.79918593,False,False,False,False,False,True,False,False,True,True,False,False,False,False
10,59.05447906,0,7,2,0,122.6816755,0,19.27206013,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8,59.7369189,4,3,5,1,192.126067,1,29.45720486,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10,40.65049603,2,15,6,0,74.08366122,0,46.08642556,False,False,False,False,False,False,False,False,False,False,True,True,False,False
7,57.87149255,0,6,1,0,216.876853,0,15.29502964,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4,76.16459798,0,7,7,0,146.4418819,1,38.79343568,False,False,True,False,False,False,False,False,True,False,True,True,False,False
10,32.78881203,7,3,5,2,134.9541952,1,26.41692575,False,False,False,False,False,False,False,False,True,True,False,False,False,False
10,37.15390513,2,13,4,0,99.36244846,1,32.8643549,False,False,False,False,False,False,False,False,False,False,True,True,False,False
9,55.24771002,1,7,2,0,189.8886257,0,23.73193314,False,False,False,False,False,False,False,True,True,False,True,False,True,False
12,36.45385957,7,3,4,2,154.9332739,0,23.96940249,False,True,False,False,False,False,False,False,False,True,False,False,False,False
9,42.93599695,1,5,1,0,151.0833543,0,23.75268137,False,False,False,False,False,False,False,True,True,False,True,False,True,False
6,86.68086781,1,6,2,1,136.3525569,0,24.48799213,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7,60.18550138,1,7,1,0,161.5869614,0,28.23455674,False,False,False,False,True,False,False,False,True,False,True,False,True,False
5,38.19467888,5,1,5,2,164.6992187,1,25.82750806,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12,76.48362992,0,0,3,0,161.6829842,0,34.95461173,True,False,False,False,False,False,False,False,True,False,True,False,False,True
10,85.7479614,0,2,4,1,145.6227446,0,33.54859785,False,False,False,False,False,False,False,True,False,False,False,False,False,True
11,49.58149526,4,3,3,2,134.3206135,1,22.83889438,False,False,False,False,False,False,False,False,True,True,False,False,False,False
5,41.70781633,3,10,7,1,144.22144,0,45.76181703,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4,47.86448788,7,4,4,2,211.0745586,1,22.71896077,False,False,True,False,False,False,False,False,True,True,False,False,False,False
11,89.56990886,1,1,2,0,166.7156563,0,31.17314693,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,59.15670596,1,5,1,0,194.314,0,18.8717174,False,False,True,False,False,False,False,False,True,False,True,False,True,False
11,58.40297995,2,10,2,0,152.6456609,0,22.41651552,False,False,False,False,False,False,False,False,False,False,True,False,True,False
11,40.73957907,2,6,4,0,163.6220622,0,32.95022724,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7,91.10456691,1,1,4,0,152.7133232,0,31.12721813,False,False,False,False,False,True,False,False,True,False,False,False,False,True
9,49.37197911,2,14,6,0,150.2866595,1,46.3258618,False,False,False,False,False,False,False,True,True,False,False,True,False,False
11,55.09534189,1,5,1,0,184.7321722,0,25.07188391,False,False,False,False,False,False,False,False,True,False,True,False,True,False
12,41.76013694,9,2,5,1,156.6471044,1,25.86631423,False,True,False,False,False,False,False,False,False,True,False,False,False,False
10,61.35465847,1,4,1,0,196.7353123,0,20.48391175,False,False,False,False,False,False,False,True,True,False,True,False,True,False
7,51.73016425,2,4,3,1,152.058497,0,33.25790527,False,False,False,False,True,False,False,False,False,True,False,False,False,False
5,30.41944397,8,0,5,2,165.1467508,0,25.40688908,False,False,True,False,False,False,False,False,False,True,False,False,False,False
9,37.35077752,4,1,5,1,116.4955272,0,30.92237471,False,False,False,False,False,False,False,True,False,True,False,False,False,False
8,36.70258184,8,0,5,2,131.5095873,1,21.51039906,False,False,False,False,False,True,False,False,True,True,False,False,False,False
5,35.86299549,5,5,4,1,120.0654235,1,25.89308743,False,False,True,False,False,False,False,False,True,True,False,False,False,False
12,59.50978568,1,9,5,1,148.3701781,0,48.64426631,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6,85.85512116,0,1,4,0,148.8439195,0,30.56408787,False,False,False,True,False,False,False,False,True,False,False,False,False,True
5,43.7545936,5,2,4,2,175.1474378,0,27.7909109,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12,61.93682259,3,9,4,0,105.4520418,0,32.36426587,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11,85.3125843,4,13,7,0,120.4424585,0,41.26121391,True,False,False,False,False,False,False,False,False,False,True,True,False,False
11,45.19196981,7,1,3,2,182.5991024,1,22.6899672,True,False,False,False,False,False,False,False,False,True,False,False,False,False
7,34.92762754,8,1,4,1,191.4519762,1,24.35328433,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,64.82190575,0,2,4,0,155.9809417,0,35.66688286,False,False,False,True,False,False,False,False,False,False,True,False,False,True
7,51.22311735,0,3,2,0,234.3958565,0,13.59462941,False,False,False,False,True,False,False,False,False,False,True,False,True,False
7,28.67088475,5,3,4,2,184.4429434,0,30.8656148,False,False,False,False,False,True,False,False,True,True,False,False,False,False
12,42.04735316,1,15,5,0,102.0086915,0,48.03707486,True,False,False,False,False,False,False,False,True,False,False,True,False,False
10,89.39163564,2,3,2,1,136.8931321,1,24.46502946,False,False,False,False,False,False,False,True,False,False,False,False,False,True
6,63.15542778,1,17,4,0,117.3040521,1,40.75937051,False,False,False,False,True,False,False,False,False,False,False,True,False,False
12,84.88468615,1,2,2,0,141.8075924,0,25.48043873,False,True,False,False,False,False,False,False,True,False,True,False,False,True
7,50.08886125,0,7,7,1,141.5148172,1,40.86620587,False,False,False,False,False,True,False,False,True,False,False,True,False,False
12,44.04249854,2,7,7,0,57.64180331,0,46.28240468,True,False,False,False,False,False,False,False,False,False,False,True,False,False
12,49.17471854,0,5,1,0,161.2107851,0,24.87003437,True,False,False,False,False,False,False,False,True,False,True,False,True,False
6,39.38843852,6,2,3,1,153.2318642,1,31.01681416,False,False,False,False,True,False,False,False,False,True,False,False,False,False
10,81.47471484,0,1,1,0,105.5856087,0,18.24516821,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6,64.85638856,2,7,1,0,187.7827561,0,13.8825501,False,False,False,False,True,False,False,False,False,False,True,False,True,False
10,37.91011822,2,17,4,1,119.8068411,0,42.25543244,False,False,False,False,False,False,False,False,False,False,True,True,False,False
10,32.26570753,4,2,5,1,142.530928,0,26.58809327,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11,39.42798699,4,2,4,2,192.3904584,1,30.79394265,False,False,False,False,False,False,False,False,True,True,False,False,False,False
10,85.03976907,3,4,2,1,179.2664663,1,31.13352559,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,42.0685117,1,17,7,0,114.1553063,1,39.7899621,False,False,True,False,False,False,False,False,False,False,False,True,False,False
8,61.0971879,1,4,2,0,170.6204765,0,18.63776143,False,False,False,False,False,False,True,False,True,False,True,False,True,False
6,51.96720516,5,2,4,2,214.3592168,0,21.10895628,False,False,False,False,True,False,False,False,True,True,False,False,False,False
4,44.54749112,5,2,5,2,176.8226639,1,27.29641055,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5,88.35032539,2,4,3,0,182.6109329,1,21.50728278,False,False,False,True,False,False,False,False,False,False,False,False,False,True
9,54.45124306,1,13,6,1,101.0623341,1,40.0995116,False,False,False,False,False,False,False,True,False,False,False,True,False,False
5,41.108712,3,8,7,1,117.4418577,0,52.36369736,False,False,False,True,False,False,False,False,False,False,False,True,False,False
10,50.1932319,4,11,6,0,113.4890146,1,40.0257567,False,False,False,False,False,False,False,False,False,False,True,True,False,False
9,27.35686742,1,13,5,0,95.14052309,0,37.70612595,False,False,False,False,False,False,False,True,True,False,False,True,False,False
12,77.98638131,0,8,1,0,171.986972,0,14.68919261,True,False,False,False,False,False,False,False,True,False,True,False,True,False
9,86.62677447,1,3,4,0,126.8938908,1,24.27265766,False,False,False,False,False,False,True,False,True,False,True,False,False,True
8,79.58805618,2,2,2,0,162.1590466,0,22.88805648,False,False,False,False,False,False,True,False,True,False,False,False,False,True
11,66.53310946,2,6,1,0,222.7558667,0,22.3045997,False,False,False,False,False,False,False,False,True,False,True,False,True,False
6,83.56809189,0,2,3,0,153.230245,0,31.5341674,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7,63.4869823,0,6,4,1,159.3987267,1,41.95009956,False,False,False,False,True,False,False,False,False,False,False,False,False,True
11,50.77032128,3,5,5,2,155.7575706,1,19.85375765,True,False,False,False,False,False,False,False,False,True,False,False,False,False
7,85.87650225,2,1,4,0,165.8603735,1,31.11544412,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7,73.53446658,0,1,4,1,128.5725923,1,27.37932182,False,False,False,False,True,False,False,False,True,False,False,False,False,True
5,82.52924764,0,1,2,0,166.6317409,0,30.4316933,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5,48.91432891,3,17,5,1,163.0048201,1,41.32448074,False,False,False,True,False,False,False,False,False,False,True,True,False,False
10,39.39686533,4,3,3,2,156.6130495,0,25.99442249,False,False,False,False,False,False,False,True,False,True,False,False,False,False
12,13.24479972,2,7,4,0,166.7824422,0,40.34301253,False,True,False,False,False,False,False,False,False,False,True,True,False,False
12,38.27743305,3,4,3,2,196.5485934,0,30.65894845,False,True,False,False,False,False,False,False,True,True,False,False,False,False
6,54.09180788,1,6,2,0,214.4564966,0,23.75161799,False,False,False,True,False,False,False,False,False,False,True,False,True,False
7,103.0473061,0,5,4,1,177.9330361,0,24.30591099,False,False,False,False,False,True,False,False,True,False,True,False,False,True
10,63.45920271,1,3,1,0,240.452501,0,19.177444,False,False,False,False,False,False,False,False,False,False,True,False,True,False
10,83.32608776,1,9,3,1,156.3279223,1,29.45192002,False,False,False,False,False,False,False,False,False,False,True,False,False,True
7,34.42501054,2,0,4,1,148.5131052,0,29.9818717,False,False,False,False,True,False,False,False,False,True,False,False,False,False
10,66.29498224,2,3,2,0,126.8022651,0,19.71574314,False,False,False,False,False,False,False,True,False,False,True,False,True,False
11,53.41343399,1,13,4,1,110.1285625,0,37.51230277,True,False,False,False,False,False,False,False,True,False,True,True,False,False
11,55.95247344,0,9,1,0,170.8283801,0,18.8688902,False,False,False,False,False,False,False,False,False,False,True,False,True,False
12,94.28581503,0,6,3,0,148.4837699,0,27.6271591,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6,85.82271986,0,4,2,0,161.127228,0,34.76916296,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7,36.83436989,2,14,5,1,150.7922216,0,40.54158729,False,False,False,False,False,True,False,False,False,False,False,True,False,False
12,31.60233614,2,8,4,2,167.3979975,1,23.30020713,False,True,False,False,False,False,False,False,False,True,False,False,False,False
11,45.18133149,2,1,1,0,160.2061467,0,17.71882909,True,False,False,False,False,False,False,False,False,False,True,False,True,False
8,60.60533977,0,3,2,0,168.6341618,0,20.26701715,False,False,False,False,False,False,True,False,False,False,True,False,True,False
4,100.9497184,1,2,4,0,156.4692295,0,26.53120231,False,False,True,False,False,False,False,False,False,False,False,False,False,True
12,47.06246205,2,9,5,0,100.1586303,1,27.1173155,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11,42.26294621,0,8,1,0,133.2591064,0,20.13990417,True,False,False,False,False,False,False,False,True,False,True,False,True,False
7,85.86097993,2,3,2,1,137.8281537,1,27.43595077,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5,59.04600091,1,6,5,1,106.4600101,1,44.9836768,False,False,False,True,False,False,False,False,False,False,False,True,False,False
9,98.09577369,0,3,4,1,129.0408592,1,28.84570165,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,49.26041935,2,0,5,1,147.2756267,0,21.04402534,False,False,False,False,True,False,False,False,True,True,False,False,False,False
5,92.48396276,1,1,2,1,120.3145493,0,32.62813138,False,False,True,False,False,False,False,False,True,False,False,False,False,True
12,59.38544252,0,2,1,0,197.7151183,0,17.0675969,True,False,False,False,False,False,False,False,False,False,True,False,True,False
5,73.46433575,2,10,5,1,156.0628633,1,39.85959809,False,False,True,False,False,False,False,False,False,False,False,True,False,False
10,56.33113324,0,9,7,0,119.17932,0,45.38739748,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11,20.0229132,8,3,5,2,139.3627401,1,34.69178926,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6,88.34834941,2,2,4,1,141.2645707,1,34.02731012,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5,62.53622581,2,6,4,0,110.3339525,0,44.8141829,False,False,True,False,False,False,False,False,False,False,True,True,False,False
12,79.82397292,3,4,2,0,157.7560322,0,28.03843028,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8,90.49752321,1,5,4,1,151.8152036,0,32.11388629,False,False,False,False,False,True,False,False,True,False,True,False,False,True
12,95.14818567,1,3,4,0,169.105132,1,36.60821401,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7,93.93248092,1,4,4,1,183.6773751,1,22.35602119,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5,96.75739822,0,4,2,1,94.29602436,0,38.51380582,False,False,True,False,False,False,False,False,False,False,False,False,False,True
9,59.14692926,1,1,1,0,185.3857003,0,23.16695073,False,False,False,False,False,False,True,False,True,False,True,False,True,False
12,72.47037097,0,3,2,0,165.7195198,1,32.44204874,True,False,False,False,False,False,False,False,False,False,True,False,False,True
6,78.0042921,0,10,2,0,187.3530487,0,17.57369809,False,False,False,False,True,False,False,False,True,False,True,False,True,False
8,65.69774239,2,6,7,1,105.3408949,0,39.26753264,False,False,False,False,False,False,True,False,True,False,True,True,False,False
9,73.76029053,2,4,2,1,131.3060491,1,20.42288403,False,False,False,False,False,False,True,False,True,False,True,False,False,True
8,55.28382993,1,5,5,0,89.25295389,0,40.89295003,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5,39.44326131,9,3,5,2,187.3340758,1,21.27746763,False,False,False,True,False,False,False,False,True,True,False,False,False,False
6,38.84940905,1,9,5,0,187.0956402,1,40.05352609,False,False,False,False,True,False,False,False,True,False,True,True,False,False
5,46.97286496,1,3,1,0,173.4545612,0,23.34372632,False,False,True,False,False,False,False,False,False,False,True,False,True,False
6,43.18661441,1,3,1,0,161.2964938,0,21.0622503,False,False,False,False,True,False,False,False,True,False,True,False,True,False
12,72.08020599,2,2,2,0,200.2138444,0,16.32743297,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6,62.41444131,5,6,5,1,127.5802146,1,38.46822872,False,False,False,False,True,False,False,False,False,False,False,True,False,False
12,56.2841063,1,3,2,0,161.9346195,0,18.86994754,False,True,False,False,False,False,False,False,False,False,True,False,True,False
9,71.3422133,2,11,4,1,74.10455652,1,37.67151086,False,False,False,False,False,False,False,True,False,False,False,True,False,False
10,37.38582619,7,2,3,1,172.4127601,0,22.72474923,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,25.22482872,3,2,5,2,145.2217545,1,19.36313459,True,False,False,False,False,False,False,False,False,True,False,False,False,False
5,40.20030798,8,2,4,1,193.8040577,1,26.57574726,False,False,False,True,False,False,False,False,True,True,False,False,False,False
6,52.11237681,0,5,2,0,231.6180471,0,19.10596733,False,False,False,False,True,False,False,False,True,False,True,False,True,False
6,70.52957051,1,3,3,0,137.3996505,0,24.70215304,False,False,False,False,True,False,False,False,True,False,False,False,False,True
11,80.60236956,1,2,4,1,136.3254468,0,27.47326474,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,84.68340374,1,2,2,0,115.5494627,1,35.41127805,False,False,True,False,False,False,False,False,False,False,False,False,False,True
10,51.56489064,1,2,1,0,156.7915934,0,16.49538769,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5,59.8233164,0,13,4,0,153.3455974,1,44.1982183,False,False,False,True,False,False,False,False,True,False,True,True,False,False
8,48.5257739,0,2,2,0,167.9151212,0,20.50689655,False,False,False,False,False,False,True,False,True,False,True,False,True,False
7,59.74802633,1,6,2,0,212.204291,0,21.66082201,False,False,False,False,True,False,False,False,True,False,True,False,True,False
7,61.31357571,4,14,7,1,143.364258,1,36.38170719,False,False,False,False,False,True,False,False,False,False,False,True,False,False
12,53.26892357,1,6,2,0,156.7028374,0,18.55546666,False,True,False,False,False,False,False,False,False,False,True,False,True,False
10,58.76003552,1,1,2,0,175.8614808,0,16.42848452,False,False,False,False,False,False,False,False,True,False,True,False,True,False
8,41.92978595,4,8,6,1,114.913073,0,52.27619512,False,False,False,False,False,True,False,False,False,False,False,True,False,False
9,46.00800118,5,9,5,1,160.1505353,1,40.15867584,False,False,False,False,False,False,True,False,False,False,True,True,False,False
8,38.77286302,9,2,4,2,124.3005675,1,27.01919739,False,False,False,False,False,True,False,False,True,True,False,False,False,False
10,70.50273271,2,16,4,1,129.9475339,0,38.96643779,False,False,False,False,False,False,False,False,False,False,True,True,False,False
11,68.90131877,1,9,4,1,80.2637704,1,56.58637384,False,False,False,False,False,False,False,False,True,False,True,True,False,False
12,83.38417187,1,3,1,0,201.792512,0,23.74585843,False,True,False,False,False,False,False,False,True,False,True,False,True,False
9,56.85125931,1,4,2,0,119.5956443,0,23.02467877,False,False,False,False,False,False,True,False,True,False,True,False,True,False
7,52.0909195,6,1,4,1,134.935823,1,28.64394064,False,False,False,False,False,True,False,False,False,True,False,False,False,False
12,111.4212599,1,1,2,0,160.6151605,0,20.13254673,True,False,False,False,False,False,False,False,True,False,True,False,False,True
5,50.98133722,1,9,4,1,136.6156325,1,47.07984815,False,False,True,False,False,False,False,False,True,False,True,True,False,False
12,47.85052264,2,17,4,1,176.3056657,1,40.57020704,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12,51.40335077,2,0,3,2,137.1563425,0,26.96229568,True,False,False,False,False,False,False,False,True,True,False,False,False,False
9,60.07983667,2,2,4,1,143.6560435,1,27.45652267,False,False,False,False,False,False,False,True,False,False,False,False,False,True
8,41.33772126,4,2,4,1,148.9176079,1,27.54502421,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,66.29088257,3,3,2,0,175.0081934,0,19.04797637,False,False,False,False,False,True,False,False,False,False,True,False,True,False
7,41.51864114,8,1,3,2,150.7173555,1,19.46166974,False,False,False,False,False,True,False,False,True,True,False,False,False,False
11,35.05289771,6,2,3,1,170.2245585,1,21.05321841,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,28.21524556,2,6,4,1,128.0935938,1,34.58114596,False,False,False,False,True,False,False,False,False,False,True,True,False,False
7,88.16864359,0,1,4,0,122.4520065,0,32.23344891,False,False,False,False,False,True,False,False,True,False,True,False,False,True
5,77.79078449,1,1,3,1,143.2053163,1,36.72619322,False,False,False,True,False,False,False,False,True,False,False,False,False,True
10,80.84769491,0,4,4,1,171.0689419,0,29.37500667,False,False,False,False,False,False,False,False,True,False,True,False,False,True
12,73.93835455,1,2,1,0,163.2649191,0,21.4763373,False,True,False,False,False,False,False,False,False,False,True,False,True,False
7,47.11179934,1,11,6,0,160.8536747,0,41.44938569,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5,73.85758245,1,7,3,1,144.5952785,0,28.27903145,False,False,True,False,False,False,False,False,False,False,False,False,False,True
10,30.76872174,3,1,3,1,203.5243148,1,24.69797238,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9,43.86338112,1,12,4,1,106.1846697,0,40.48782916,False,False,False,False,False,False,True,False,False,False,True,True,False,False
8,53.72884874,0,4,1,0,175.8913188,0,19.00944477,False,False,False,False,False,False,True,False,True,False,True,False,True,False
10,55.25426519,4,12,5,1,144.489248,1,29.82272434,False,False,False,False,False,False,False,True,False,False,True,True,False,False
8,44.7226118,4,13,6,0,125.381695,1,36.86167441,False,False,False,False,False,False,True,False,False,False,True,True,False,False
9,73.42913649,1,10,6,0,132.7833644,0,44.59998035,False,False,False,False,False,False,True,False,True,False,False,True,False,False
6,46.35694997,1,9,4,0,131.7155466,0,37.91287996,False,False,False,False,True,False,False,False,True,False,False,True,False,False
9,86.66208473,0,4,2,1,169.6551555,1,31.55271225,False,False,False,False,False,False,True,False,True,False,False,False,False,True
11,95.9430799,1,3,4,0,146.7096137,1,42.17590016,True,False,False,False,False,False,False,False,True,False,False,False,False,True
12,72.42534388,0,3,2,0,198.2706394,0,22.57905612,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4,35.72486441,9,1,4,2,110.5635593,1,25.71789482,False,False,True,False,False,False,False,False,True,True,False,False,False,False
12,34.80290629,1,12,4,1,144.0280861,1,41.74708158,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4,49.43598623,7,0,5,1,206.6329384,0,23.25947936,False,False,True,False,False,False,False,False,True,True,False,False,False,False
6,69.06556828,0,4,2,0,252.401879,0,17.02655106,False,False,False,True,False,False,False,False,False,False,True,False,True,False
